id,text,irony,sarcasm,topic,lemmatized_text,cleaned_text,cleaned_text_mention_hashtag,sentiment,emotion
8.091349361165638e+17,Vieni dall'estero in Italia e da 20anni vivi in mezzo alla merda di un campo nomadi  Lasci la cacca per andare nella merda #chilhavisto,1.0,1.0,HSC,venire estero Italia 20anni vivo mezzo merda campo nomade lasciare cacca andare merda #chilhavisto,vieni estero italia 20anni vivi mezzo merda campo nomadi lasci cacca andare merda #chilhavisto,vieni estero italia 20anni vivi mezzo merda campo nomadi lasci cacca andare merda @hashtag,negative,anger
1.654556687766651e+17,Videoforum con Mario Monti Video Repubblica la Repubblica.it http://t.co/mjwS2c2v via @repubblicait,0.0,0.0,TW-SENTIPOLC,Videoforum Mario Monti video repubblica Repubblica it @url via @repubblicait,videoforum mario monti video repubblica repubblica it @url via @repubblicait,videoforum mario monti video repubblica repubblica it @url via @mention,positive,joy
8.349277904577495e+17,"Video…Roma, intervista choc a imam: “Roma è già musulmana. L’Islam moderato non esiste” https://t.co/iHSKmUOw7h via @FCoglioni",0.0,0.0,HSC,video Roma intervista choc imam Roma già musulmano Islam moderare esistere @url via @FCoglioni,video roma intervista choc imam roma già musulmana islam moderato esiste @url via @fcoglioni,video roma intervista choc imam roma già musulmana islam moderato esiste @url via @mention,negative,anger
7.873976836989297e+17,"VIDEO. 117 migranti sbarcati a Pozzallo, C’è anche la mamma del bambino annegato. Fermato lo scafista https://t.co/eZuBvWpfjG",0.0,0.0,HSC,video @number migrare sbarcare Pozzallo mamma bambino annegato fermare scafista @url,video @number migranti sbarcati pozzallo mamma bambino annegato fermato scafista @url,video @number migranti sbarcati pozzallo mamma bambino annegato fermato scafista @url,negative,anger
1.4224974968745165e+17,Video: Il mio commento sul governo Monti.... http://t.co/BbSvgXo5,0.0,0.0,TW-SENTIPOLC,video commento governo Monti @url,video commento governo monti @url,video commento governo monti @url,negative,anger
8.357834342535209e+17,"Vicenda #Lidl, dai giudizi della gente qui su Twitter sembra che i rom siano tutte brave persone. Mi sento decisamente sollevato.",1.0,1.0,HSC,vicenda #Lidl giudizio gente qui Twitter sembrare rom bravo persona sentire decisamente sollevare,vicenda #lidl giudizi gente qui twitter sembra rom tutte brave persone sento decisamente sollevato,vicenda @hashtag giudizi gente qui twitter sembra rom tutte brave persone sento decisamente sollevato,positive,joy
8.536593716535296e+17,Via crucis e pasqua blindati terrorista apiede libero d'Italia e sbarchi aflotte continuano ..avanti invasion  ci faran sterminar tutti,0.0,0.0,HSC,via crucis pasqua blindato terrorista apiede libero d Italia sbarco aflotte continuare avanti invasion sterminare,via crucis pasqua blindati terrorista apiede libero d italia sbarchi aflotte continuano avanti invasion faran sterminar,via crucis pasqua blindati terrorista apiede libero d italia sbarchi aflotte continuano avanti invasion faran sterminar,negative,anger
8.520765139061473e+17,VIA ALLE INDAGINI|Esplosioni a Dortmund\nIndagini della Polizia\nSi valuta pista islamista\nFerito anche un agente… https://t.co/pPcADFdnPf,0.0,0.0,HSC,via indagine esplosione Dortmund nIndagini polizia nSi valuta pista islamista nFerito agente @url,via indagini esplosioni dortmund nindagini polizia nsi valuta pista islamista nferito agente @url,via indagini esplosioni dortmund nindagini polizia nsi valuta pista islamista nferito agente @url,negative,anger
8.420240777076243e+17,via @emerglive “Tracing Bus” della Croce Rossa: la cabina telefonica itinerante per i migranti https://t.co/wEO87nlcXi,0.0,0.0,HSC,via @emerglive Tracing bus Croce Rossa cabina telefonico itinerante migrare @url,via @emerglive tracing bus croce rossa cabina telefonica itinerante migranti @url,via @mention tracing bus croce rossa cabina telefonica itinerante migranti @url,negative,anger
8.10961324075262e+17,Vi vogliamo bene. Il tricolore della mia amata Patria Italia sarà in lutto per voi fratelli tedeschi #noterrorismo #aleppo,0.0,0.0,HSC,volere bene tricolore amato patria Italia lutto fratello tedesco #noterrorismo #aleppo,vogliamo bene tricolore amata patria italia lutto fratelli tedeschi #noterrorismo #aleppo,vogliamo bene tricolore amata patria italia lutto fratelli tedeschi @hashtag @hashtag,negative,joy
1.367782695833518e+17,Vi siete sciroppati di buon grado un Governo di pulcinella e ballerine e ora fate le pulci al Governo Monti?! Ma ripijateve! #rimontiamo,1.0,0.0,TW-SENTIPOLC,sciroppare buon grado governo pulcinella ballerina ora pulce governo Monti ripijateve #rimontiamo,sciroppati buon grado governo pulcinella ballerine ora fate pulci governo monti ripijateve #rimontiamo,sciroppati buon grado governo pulcinella ballerine ora fate pulci governo monti ripijateve @hashtag,negative,anger
1.925441227693916e+17,"Vi prego, qualcuno fermi #Grillo! L'Italia non sarà mai un paese normale in cui i #Grillo e i #Berlusconi vengono cacciati a calci nel culo?",0.0,0.0,TW-SENTIPOLC,pregare qualcuno fermo #Grillo Italia mai paese normale #Grillo #Berlusconi venire cacciare calcio culo,prego qualcuno fermi #grillo italia mai paese normale #grillo #berlusconi vengono cacciati calci culo,prego qualcuno fermi @hashtag italia mai paese normale @hashtag @hashtag vengono cacciati calci culo,negative,anger
1.3546523562358784e+17,"Vi immaginate se stanotte a Mario Monti gli prende un coccolone ma a non muore, si riduce come Bossi? #aeiouy #capodannoitaliano",1.0,0.0,TW-SENTIPOLC,immaginare stanotte Mario Monti prendere coccolono morire ridurre Bossi #aeiouy #capodannoitaliano,immaginate stanotte mario monti prende coccolone muore riduce bossi #aeiouy #capodannoitaliano,immaginate stanotte mario monti prende coccolone muore riduce bossi @hashtag @hashtag,negative,anger
5.212241555184681e+17,"Ventura: La buona scuola, per il PSI scuola del Veneto rischia di essere un’epica guerra tra poveri http://t.co/EcW6RAeyOX",0.0,0.0,TW-BS,Ventura buono scuola psi scuola Veneto rischiare epico guerra povero @url,ventura buona scuola psi scuola veneto rischia epica guerra poveri @url,ventura buona scuola psi scuola veneto rischia epica guerra poveri @url,negative,anger
8.170534331990342e+17,"Ventimiglia: migrante muore dopo esser stato investito, Galluccio (FdI-An) ""Dobbiamo aspettare altri morti o ch... https://t.co/nMabHalHdD",0.0,0.0,HSC,Ventimiglia migrare morire dopo investire Galluccio FdI An dovere aspettare altro morto ch @url,ventimiglia migrante muore dopo esser stato investito galluccio fdi an dobbiamo aspettare altri morti ch @url,ventimiglia migrante muore dopo esser stato investito galluccio fdi an dobbiamo aspettare altri morti ch @url,negative,fear
5.284889446617047e+17,Venite a Roma il 10 novembre alla #palestrainnovazione di @fmddigitale con @MiurSocial per #labuonascuola,0.0,0.0,TW-BS,venire Roma @number novembre #palestrainnovazione @fmddigitale @MiurSocial #labuonascuola,venite roma @number novembre #palestrainnovazione @fmddigitale @miursocial #labuonascuola,venite roma @number novembre @hashtag @mention @mention @hashtag,positive,joy
4.7412866269525606e+17,"Venezia, Pd sotto inchiesta per i finanziamenti alle dighe. Ancora una volta è una lettera a distinguerli dal Pdl. [@blogstark]",1.0,0.0,TW-SPINO,Venezia Pd sotto inchiesta finanziamento diga ancora volta lettera distinguere Pdl @blogstark,venezia pd sotto inchiesta finanziamenti dighe ancora volta lettera distinguerli pdl @blogstark,venezia pd sotto inchiesta finanziamenti dighe ancora volta lettera distinguerli pdl @mention,negative,anger
5.216444109213e+17,Venerdì sera sarò relatore all'iniziativa su riforma scuola del Pd Reggello. Partiremo da qui #labuonascuola http://t.co/8uwxGaKE8L,0.0,0.0,TW-BS,venerdì sera relatore iniziativa riforma scuola Pd Reggello partire qui #labuonascuola @url,venerdì sera relatore iniziativa riforma scuola pd reggello partiremo qui #labuonascuola @url,venerdì sera relatore iniziativa riforma scuola pd reggello partiremo qui @hashtag @url,positive,fear
5.063946878305075e+17,Venditore da record riesce a piazzare 1.266 Folletto in un anno. E la Mogherini in Europa. [@montales1],1.0,0.0,TW-SPINO,venditore record riuscire piazzare @number @number folletto anno Mogherini Europa @montales1,venditore record riesce piazzare @number @number folletto anno mogherini europa @montales1,venditore record riesce piazzare @number @number folletto anno mogherini europa @mention,positive,joy
8.344728029505331e+17,"Vedo già Salvini, e tutti i gruppi ""No Immigrati"", sfregarsi le mani all'idea di mandare tutti i migranti sui pianeti di TRAPPIST-1.",1.0,0.0,HSC,vedere già Salvini gruppo no immigrare sfregare mano idea mandare migrare pianeta TRAPPIST @number,vedo già salvini gruppi no immigrati sfregarsi mani idea mandare migranti pianeti trappist @number,vedo già salvini gruppi no immigrati sfregarsi mani idea mandare migranti pianeti trappist @number,negative,anger
1.3440321371256013e+17,Vedo che la gente sta accogliendo Mario Monti come fosse il Messia. Chissà se sarà lo stesso quando toccherà pesantemente i loro portafogli!,1.0,1.0,TW-SENTIPOLC,vedere gente accogliere Mario Monti messia chissà stesso quando toccare pesantemente portafogli,vedo gente accogliendo mario monti messia chissà stesso quando toccherà pesantemente portafogli,vedo gente accogliendo mario monti messia chissà stesso quando toccherà pesantemente portafogli,negative,anger
7.173853932687892e+17,Vedo che c'è molta disinformazione sul referendum del 17 maggio. [@MisterDonnie13],1.0,0.0,TW-SPINO,vedere molto disinformazione referendum @number maggio @MisterDonnie13,vedo molta disinformazione referendum @number maggio @misterdonnie13,vedo molta disinformazione referendum @number maggio @mention,negative,anger
8.521366395981454e+17,Vedi? Il fatto è islamico!   Non li avete integrati bene. Volevano il biglietto della partita aggratis.   😱🤦‍♂️    #dortmund #tagadala7,1.0,1.0,HSC,vedere fatto islamico integrare bene volere biglietto partito aggratis @emoji @emoji @emoji #dortmund #tagadala7,vedi fatto islamico integrati bene volevano biglietto partita aggratis @emoji #dortmund #tagadala7,vedi fatto islamico integrati bene volevano biglietto partita aggratis @emoji @hashtag @hashtag,negative,anger
8.49173688821977e+17,vedete bene a cosa è servito importare forzatamente immigrati stranieri a farci diventare tutti schiavi https://t.co/jC87ZJHBRi,0.0,0.0,HSC,vedere bene cosa servire importare forzatamente immigrare straniero diventare schiavo @url,vedete bene cosa servito importare forzatamente immigrati stranieri farci diventare schiavi @url,vedete bene cosa servito importare forzatamente immigrati stranieri farci diventare schiavi @url,negative,anger
8.246343472150938e+17,"Vedere gli stati contro i rom e poi stati sulla giornata della memoria, davvero mi fate venire la pelle d'oca, fenomeni.",1.0,1.0,HSC,vedere stato rom poi giornata memoria davvero venire pelle d oca fenomeno,vedere stati rom poi stati giornata memoria davvero fate venire pelle d oca fenomeni,vedere stati rom poi stati giornata memoria davvero fate venire pelle d oca fenomeni,negative,joy
8.250949336987689e+17,Ve lo dico adesso. Meglio morta che califfata. #islam #musulmani https://t.co/hcbpOCM83g,0.0,0.0,HSC,ve dire adesso meglio morire califfata #islam #musulmani @url,ve dico adesso meglio morta califfata #islam #musulmani @url,ve dico adesso meglio morta califfata @hashtag @hashtag @url,negative,anger
6.615558416534815e+17,"Vaticano, un monsignore e una donna in manette. Non si erano accordati sui ruoli. [acid rain]",1.0,0.0,TW-SPINO,Vaticano monsignore donna manetta accordare ruolo acid rain,vaticano monsignore donna manette accordati ruoli acid rain,vaticano monsignore donna manette accordati ruoli acid rain,negative,anger
8.474046222223032e+17,"Vaticano contro Trump, appello alla chiesa Usa: ""Azione di lobby per far cambiare politica immigrazione""… https://t.co/ug2GrMJakN",0.0,0.0,HSC,vaticano Trump appello chiesa Usa azione lobby cambiare politico immigrazione @url,vaticano trump appello chiesa usa azione lobby far cambiare politica immigrazione @url,vaticano trump appello chiesa usa azione lobby far cambiare politica immigrazione @url,negative,anger
