id,text,irony,sarcasm,topic,cleaned_text,lemmatized_text
8.4717582366899e+17,Vorrei sapere per quanti anni un giovane musulmano rimane praticante. Dopo un po' se ne fregano della religione #GABBIAOPEN,0.0,0.0,HSC,vorrei sapere anni giovane musulmano rimane praticante dopo po fregano religione #gabbiaopen,volere sapere anno giovane musulmano rimanere praticante dopo po fregare religione #gabbiaopen 
8.246952358171155e+17,Vorrei fare con te come #Salvini ai rom con le ruspe,1.0,1.0,HSC,vorrei fare te #salvini rom ruspe,volere fare te #salvini rom ruspa 
8.007895806770545e+17,Vorrei dire una cosa in favore dei #rom che nessuno dice mai. Fatto.  #dallavostraparte,1.0,1.0,HSC,vorrei dire cosa favore #rom nessuno dice mai fatto #dallavostraparte,volere dire cosa favore #rom nessuno dire mai fare #dallavostraparte 
1.552659603942441e+17,Vorrei che tutti i quintali di pasta al forno che gli ora stiamo mangiando siano goduti alla faccia di Mario Monti e della Bce #wl'Ungheria,1.0,0.0,TW-SENTIPOLC,vorrei quintali pasta forno ora mangiando goduti mario monti bce #wl ungheria,volere quintale pasta forno ora mangiare godere mario monte bce #wl ungheria 
1.3675052451823616e+17,Vorrei Che lo sforzo di Mario Monti fosse sostenuto e sorretto da una valanga di pensieri positivi...... Possibile? In Italia?,0.0,0.0,TW-SENTIPOLC,vorrei sforzo mario monti sostenuto sorretto valanga pensieri positivi possibile italia,volere sforzo mario montare sostenere sorreggere valanga pensiero positivo possibile italia 
8.35151283053019e+17,"Vorrei avere piú caratteri per discutere civilmente del caso della rom urlatrice, per esempio.",0.0,0.0,HSC,vorrei avere piú caratteri discutere civilmente caso rom urlatrice esempio,volere avere più carattere discutere civilmente caso rom urlatore esempio 
5.55300866555904e+17,"Vorrei anche io fare battute sul profeta islamico, ma ometto #sapevatelo",1.0,0.0,HSC,vorrei fare battute profeta islamico ometto #sapevatelo,volere fare battere profeta islamico omettere #sapeandare 
7.852113666091252e+17,Volevo caricare la mia bici in macchina ma per fisica ci siamo accorti che era più grande la bici della macchina e sembravamo ladri rom,1.0,0.0,HSC,volevo caricare bici macchina fisica accorti grande bici macchina sembravamo ladri rom,volere caricare bici macchina fisico accorgere grande bici macchina sembrare ladro rom 
5.531836226863432e+17,Volevo avvisare tutti i terroristi Islamici che mi seguono: #barbaradurso ha ripreso a fare giornalismo...,1.0,1.0,HSC,volevo avvisare terroristi islamici seguono #barbaradurso ripreso fare giornalismo,volere avvisare terrorista islamico seguire #barbaradurso riprendere fare giornalismo 
1.4619775929956352e+17,Volantino #Rifondazione per lo #sciopero generale contro la #manovra depressiva del #governo #monti http://t.co/fte31ZiC,0.0,0.0,TW-SENTIPOLC,volantino #rifondazione #sciopero generale #manovra depressiva #governo #monti @url,volantino #rifondazione #sciopero generale #manovra depressivo #governo #monte @url 
5.114441293066486e+17,"Voi siete il buono della scuola: fatelo capire ai teorici della ""buona scuola"". Buon inizio ragazzi. #primogiornodiscuola (cit.)",1.0,0.0,TW-BS,buono scuola fatelo capire teorici buona scuola buon inizio ragazzi #primogiornodiscuola cit,buono scuola fare capire teorico buono scuola buon inizio ragazzo #primogiornodiscuola cit 
1.526776625303552e+17,Voi avete qualche notiziuccia fresca sull'armata brancaleone?(governo Monti),1.0,0.0,TW-SENTIPOLC,qualche notiziuccia fresca armata brancaleone governo monti,qualche notiziuccia fresco armato brancaleone governo monte 
1.3222980566712728e+17,Vogliono fare il governo Monti o il governo Casini? E se poi Silvio resiste?,0.0,0.0,TW-SENTIPOLC,vogliono fare governo monti governo casini poi silvio resiste,volere fare governo monte governo casino poi silvio resistere 
8.253894961831608e+17,Vogliono abbattere i #lupi perché sono troppi. Beh sono troppi anche i politici i rom i clandestini. Avanti i primi.,1.0,1.0,HSC,vogliono abbattere #lupi troppi beh troppi politici rom clandestini avanti primi,volere abbattere #lupi troppo beh troppo politico rom clandestino avanti primo 
8.408533113560595e+17,"voglio l'eclettismo di voi falliti che passate da ""no alla violenza contro salvini"" a frasi tipo ""bruciamo i campi rom"" #salvininapoli",1.0,1.0,HSC,voglio eclettismo falliti passate no violenza salvini frasi tipo bruciamo campi rom #salvininapoli,volere eclettismo fallito passare no violenza salvini frase tipo bruciare campo rom #salvininapoli 
5.6913941673795994e+17,"Voglio andare ad Alghero in compagnia di una straniera....baciarsi sul mare forza 9,poi vomitare,ma come fai poi a baciarti...ahahahah",1.0,0.0,HSC,voglio andare alghero compagnia straniera baciarsi mare forza @number poi vomitare poi baciarti ahahahah,volere andare alghero compagnia straniero baciare mare forzare @number poi vomitare poi baciare ahahahah 
1.3440960262320947e+17,Vogliamo il Presidente Mario Monti http://t.co/mBCWXtKt Presidente! #FullMonti,0.0,0.0,TW-SENTIPOLC,vogliamo presidente mario monti @url presidente #fullmonti,volere presidente mario montare @url presidente #fullmonte 
5.252233759550382e+17,Vogliamo anche al liceo l'alternanza scuola lavoro #labuonascuola  @SteGiannini,0.0,0.0,TW-BS,vogliamo liceo alternanza scuola lavoro #labuonascuola @stegiannini,volere liceo alternanza scuola lavoro #labuonascuola @stegiannini 
5.2199142109689856e+17,Vladimir Luxuria incontra Berlusconi. Chissà di che cazzo hanno parlato. [@maurizioneri79],1.0,0.0,TW-SPINO,vladimir luxuria incontra berlusconi chissà cazzo parlato @maurizioneri @number,vladimir luxuria incontrare berlusconi chissà cazzo parlare @maurizionere @number 
8.101097985701642e+17,Viva la Sicilia e viva tutti profughi che arriveranno 2017!!!!Pensate!!Senza @matteosalvinimi che cosa succederà 😂,1.0,0.0,HSC,viva sicilia viva profughi arriveranno @number pensate senza @matteosalvinimi cosa succederà @emoji,vivo sicilia vivo profugo arrivare @number pensare senza @matteosalvinimi cosa succedere @emoji 
1.9307382571231232e+17,Visto che una possibilità l'abbiamo data a tutti i mafiosi disponibili non vedo perchè non dovremmo ora darla anche a #Grillo .,0.0,0.0,TW-SENTIPOLC,visto possibilità data mafiosi disponibili vedo perchè dovremmo ora darla #grillo,visto possibilità data mafioso disponibile vedere perchè dovere ora dare #grillo 
8.001065689477364e+17,"Visita di Bergoglio a Milano: incontrerà islamici, immigrati e rom, se ha tempo i cattolici italiani | Riscatto... https://t.co/9P3JB4ePST",1.0,0.0,HSC,visita bergoglio milano incontrerà islamici immigrati rom tempo cattolici italiani riscatto @url,visitare bergoglio milano incontrare islamico immigrato rom tempo cattolico italiano riscatto @url 
5.619849880073708e+17,"Visita alle Ardeatine, discorso di otto parole, messa all'alba e selfie con le suore. Al confronto Napolitano era Balotelli. [@fdecollibus]",1.0,1.0,TW-SPINO,visita ardeatine discorso otto parole messa alba selfie suore confronto napolitano balotelli @fdecollibus,visitare ardeatine discorso otto parola mettere alba selfie suora confronto napolitano balotelli @fdecollibus 
4.626557037366477e+17,Violenze e spari a Roma prima della finale di Coppa Italia. Bello che si stia valorizzando anche questo trofeo. [@MisterDonnie13],1.0,0.0,TW-SPINO,violenze spari roma prima finale coppa italia bello valorizzando trofeo @misterdonnie @number,violenza sparo roma prima finale coppa italia bello valorizzare trofeo @misterdonnie @number 
8.091349361165638e+17,Vieni dall'estero in Italia e da 20anni vivi in mezzo alla merda di un campo nomadi  Lasci la cacca per andare nella merda #chilhavisto,1.0,1.0,HSC,vieni estero italia @number anni vivi mezzo merda campo nomadi lasci cacca andare merda #chilhavisto,venire estero italia @number anno vivo mezzo merda campo nomade lasciare cacca andare merda #chilhavisto 
1.654556687766651e+17,Videoforum con Mario Monti Video Repubblica la Repubblica.it http://t.co/mjwS2c2v via @repubblicait,0.0,0.0,TW-SENTIPOLC,videoforum mario monti video repubblica repubblica it @url via @repubblicait,videoforum mario monte video repubblica repubblica it @url via @repubblicait 
8.349277904577495e+17,"Video…Roma, intervista choc a imam: “Roma è già musulmana. L’Islam moderato non esiste” https://t.co/iHSKmUOw7h via @FCoglioni",0.0,0.0,HSC,video roma intervista choc imam roma già musulmana islam moderato esiste @url via @fcoglioni,video roma intervista choc imam roma già musulmano islam moderato esistere @url via @fcoglione 
7.873976836989297e+17,"VIDEO. 117 migranti sbarcati a Pozzallo, C’è anche la mamma del bambino annegato. Fermato lo scafista https://t.co/eZuBvWpfjG",0.0,0.0,HSC,video @number migranti sbarcati pozzallo mamma bambino annegato fermato scafista @url,video @number migrare sbarcare pozzallo mamma bambino annegato fermare scafista @url 
1.4224974968745165e+17,Video: Il mio commento sul governo Monti.... http://t.co/BbSvgXo5,0.0,0.0,TW-SENTIPOLC,video commento governo monti @url,video commento governo montare @url 
8.357834342535209e+17,"Vicenda #Lidl, dai giudizi della gente qui su Twitter sembra che i rom siano tutte brave persone. Mi sento decisamente sollevato.",1.0,1.0,HSC,vicenda #lidl giudizi gente qui twitter sembra rom tutte brave persone sento decisamente sollevato,vicenda #lidl giudizio gente qui twitter sembrare rom tutto bravo persona sentire decisamente sollevare 
8.536593716535296e+17,Via crucis e pasqua blindati terrorista apiede libero d'Italia e sbarchi aflotte continuano ..avanti invasion  ci faran sterminar tutti,0.0,0.0,HSC,via crucis pasqua blindati terrorista apiede libero d italia sbarchi aflotte continuano avanti invasion faran sterminar,via crucis pasqua blindato terrorista apiede libero d italia sbarco aflotte continuare avanti invasion fare sterminare 
8.520765139061473e+17,VIA ALLE INDAGINI|Esplosioni a Dortmund\nIndagini della Polizia\nSi valuta pista islamista\nFerito anche un agente… https://t.co/pPcADFdnPf,0.0,0.0,HSC,via indagini esplosioni dortmund nindagini polizia nsi valuta pista islamista nferito agente @url,via indagine esplosione dortmund nindagini polizia nsi valuta pista islamista nferito agire @url 
8.420240777076243e+17,via @emerglive “Tracing Bus” della Croce Rossa: la cabina telefonica itinerante per i migranti https://t.co/wEO87nlcXi,0.0,0.0,HSC,via @emerglive tracing bus croce rossa cabina telefonica itinerante migranti @url,via @emerglive tracing bus croce rosso cabina telefonico itinerante migrare @url 
8.10961324075262e+17,Vi vogliamo bene. Il tricolore della mia amata Patria Italia sarà in lutto per voi fratelli tedeschi #noterrorismo #aleppo,0.0,0.0,HSC,vogliamo bene tricolore amata patria italia lutto fratelli tedeschi #noterrorismo #aleppo,volere bene tricolore amare patrio italia lutto fratello tedesco #noterrorismo #aleppo 
1.367782695833518e+17,Vi siete sciroppati di buon grado un Governo di pulcinella e ballerine e ora fate le pulci al Governo Monti?! Ma ripijateve! #rimontiamo,1.0,0.0,TW-SENTIPOLC,sciroppati buon grado governo pulcinella ballerine ora fate pulci governo monti ripijateve #rimontiamo,sciroppare buon grado governo pulcinella ballerino ora fare pulce governo monte ripijateve #rimontare 
1.925441227693916e+17,"Vi prego, qualcuno fermi #Grillo! L'Italia non sarà mai un paese normale in cui i #Grillo e i #Berlusconi vengono cacciati a calci nel culo?",0.0,0.0,TW-SENTIPOLC,prego qualcuno fermi #grillo italia mai paese normale #grillo #berlusconi vengono cacciati calci culo,pregare qualcuno fermo #grillo italia mai paese normale #grillo #berlusconi venire cacciare calcio culo 
1.3546523562358784e+17,"Vi immaginate se stanotte a Mario Monti gli prende un coccolone ma a non muore, si riduce come Bossi? #aeiouy #capodannoitaliano",1.0,0.0,TW-SENTIPOLC,immaginate stanotte mario monti prende coccolone muore riduce bossi #aeiouy #capodannoitaliano,immaginare stanotte mario monte prendere coccolono morire ridurre bosso #aeiouy #capodannoitaliano 
5.212241555184681e+17,"Ventura: La buona scuola, per il PSI scuola del Veneto rischia di essere un’epica guerra tra poveri http://t.co/EcW6RAeyOX",0.0,0.0,TW-BS,ventura buona scuola psi scuola veneto rischia essere epica guerra poveri @url,ventura buono scuola psi scuola veneto rischiare essere epico guerra povero @url 
8.170534331990342e+17,"Ventimiglia: migrante muore dopo esser stato investito, Galluccio (FdI-An) ""Dobbiamo aspettare altri morti o ch... https://t.co/nMabHalHdD",0.0,0.0,HSC,ventimiglia migrante muore dopo esser stato investito galluccio fdi an dobbiamo aspettare altri morti ch @url,ventimiglia migrare morire dopo essere stato investire galluccio fdi an dovere aspettare altro morto ch @url 
5.284889446617047e+17,Venite a Roma il 10 novembre alla #palestrainnovazione di @fmddigitale con @MiurSocial per #labuonascuola,0.0,0.0,TW-BS,venite roma @number novembre #palestrainnovazione @fmddigitale @miursocial #labuonascuola,venire roma @number novembre #palestrainnovazione @fmddigitare @miursocial #labuonascuola 
4.7412866269525606e+17,"Venezia, Pd sotto inchiesta per i finanziamenti alle dighe. Ancora una volta è una lettera a distinguerli dal Pdl. [@blogstark]",1.0,0.0,TW-SPINO,venezia pd sotto inchiesta finanziamenti dighe ancora volta lettera distinguerli pdl @blogstark,venezia pd sotto inchiesta finanziamento diga ancora volto lettera distinguere pdl @blogstark 
5.216444109213e+17,Venerdì sera sarò relatore all'iniziativa su riforma scuola del Pd Reggello. Partiremo da qui #labuonascuola http://t.co/8uwxGaKE8L,0.0,0.0,TW-BS,venerdì sera relatore iniziativa riforma scuola pd reggello partiremo qui #labuonascuola @url,venerdì sera relatore iniziativa riformare scuola pd reggello partire qui #labuonascuola @url 
5.063946878305075e+17,Venditore da record riesce a piazzare 1.266 Folletto in un anno. E la Mogherini in Europa. [@montales1],1.0,0.0,TW-SPINO,venditore record riesce piazzare @number @number folletto anno mogherini europa @montales @number,venditore record riuscire piazzare @number @number folletto anno mogherini europa @montales @number 
8.344728029505331e+17,"Vedo già Salvini, e tutti i gruppi ""No Immigrati"", sfregarsi le mani all'idea di mandare tutti i migranti sui pianeti di TRAPPIST-1.",1.0,0.0,HSC,vedo già salvini gruppi no immigrati sfregarsi mani idea mandare migranti pianeti trappist @number,vedere già salvini gruppo no immigrato sfregare mano ideare mandare migrare pianeta trappist @number 
1.3440321371256013e+17,Vedo che la gente sta accogliendo Mario Monti come fosse il Messia. Chissà se sarà lo stesso quando toccherà pesantemente i loro portafogli!,1.0,1.0,TW-SENTIPOLC,vedo gente accogliendo mario monti messia chissà stesso quando toccherà pesantemente portafogli,vedere gente accogliere mario monte messia chissà stesso quando toccare pesantemente portafogli 
7.173853932687892e+17,Vedo che c'è molta disinformazione sul referendum del 17 maggio. [@MisterDonnie13],1.0,0.0,TW-SPINO,vedo molta disinformazione referendum @number maggio @misterdonnie @number,vedere molto disinformazione referendum @number maggio @misterdonnie @number 
8.521366395981454e+17,Vedi? Il fatto è islamico!   Non li avete integrati bene. Volevano il biglietto della partita aggratis.   😱🤦‍♂️    #dortmund #tagadala7,1.0,1.0,HSC,vedi fatto islamico integrati bene volevano biglietto partita aggratis @emoji #dortmund #tagadala @number,vedere fare islamico integrato bene volere biglietto partito aggratis @emoji #dortmund #tagadala @number 
8.49173688821977e+17,vedete bene a cosa è servito importare forzatamente immigrati stranieri a farci diventare tutti schiavi https://t.co/jC87ZJHBRi,0.0,0.0,HSC,vedete bene cosa servito importare forzatamente immigrati stranieri farci diventare schiavi @url,vedere bene cosa servire importare forzatamente immigrare straniero fare diventare schiavo @url 
8.246343472150938e+17,"Vedere gli stati contro i rom e poi stati sulla giornata della memoria, davvero mi fate venire la pelle d'oca, fenomeni.",1.0,1.0,HSC,vedere stati rom poi stati giornata memoria davvero fate venire pelle d oca fenomeni,vedere essere rom poi essere giornata memoria davvero fare venire pelle d oca fenomeno 
8.250949336987689e+17,Ve lo dico adesso. Meglio morta che califfata. #islam #musulmani https://t.co/hcbpOCM83g,0.0,0.0,HSC,ve dico adesso meglio morta califfata #islam #musulmani @url,ve dire adesso meglio morire califfata #islam #musulmano @url 
6.615558416534815e+17,"Vaticano, un monsignore e una donna in manette. Non si erano accordati sui ruoli. [acid rain]",1.0,0.0,TW-SPINO,vaticano monsignore donna manette accordati ruoli acid rain,vaticano monsignore donna manetta accordato ruolo acid rain 
8.474046222223032e+17,"Vaticano contro Trump, appello alla chiesa Usa: ""Azione di lobby per far cambiare politica immigrazione""… https://t.co/ug2GrMJakN",0.0,0.0,HSC,vaticano trump appello chiesa usa azione lobby far cambiare politica immigrazione @url,vaticano trump appello chiesa usare azione lobby fare cambiare politico immigrazione @url 
5.0728355943941325e+17,"Vai Mattè, che dopo aver fatto #labuonascuola ti ci rimandiamo anche a te! @matteorenzi http://t.co/9o6tbYvsRg",1.0,1.0,TW-BS,vai mattè dopo aver fatto #labuonascuola rimandiamo te @matteorenzi @url,vaio mattè dopo avere fare #labuonascuola rimandare te @matteorenzi @url 
1.4589255346251776e+17,Vado in bagno. Evacuo il PDL e il Governo Monti che è in me.,1.0,0.0,TW-SENTIPOLC,vado bagno evacuo pdl governo monti me,andare bagno evacuare pdl governo monte me 
8.486464251478342e+17,"Vabe dai, non ti preoccupare passa tutto. Consiglio acqua e zucchero, forse è una carenza di energia #rom #LeIene https://t.co/3JDWbtPMZ4",0.0,0.0,HSC,vabe preoccupare passa consiglio acqua zucchero forse carenza energia #rom #leiene @url,vabe preoccupare passo consiglio acqua zuccherare forse carenza energia #rom #leiene @url 
1.3752288884779827e+17,Vabbè dopo le dichiarazioni di voto si può dire che da oggi il governo Monti è ufficialmente nato. Buon lavoro a tutti!,0.0,0.0,TW-SENTIPOLC,vabbè dopo dichiarazioni voto può dire oggi governo monti ufficialmente nato buon lavoro,vabbè dopo dichiarazione voto potere dire oggi governo monte ufficialmente nascere buon lavoro 
1.955927314169897e+17,"Va bene, sosteniamo #Grillo che soffia sul fuoco. Sosteniamo chi si è fatto conoscere mandando a fanculo la gente. #serviziopubblico",0.0,0.0,TW-SENTIPOLC,va bene sosteniamo #grillo soffia fuoco sosteniamo fatto conoscere mandando fanculo gente #serviziopubblico,andare bene sostenere #grillo soffiare fuoco sostenere fare conoscere mandare fanculo gente #serviziopubblico 
5.0724185895183565e+17,"Va bene #labuonascuola, ma noi attuali studenti di #sfplm85bis non potremo diventare maestri prima del 2020..! :-( @Stegiannini @matteorenzi",0.0,0.0,TW-BS,va bene #labuonascuola attuali studenti #sfplm @number bis potremo diventare maestri prima @number @stegiannini @matteorenzi,andare bene #labuonascuola attuale studente #sfplm @number bis potere diventare maestro prima @number @stegiannini @matteorenzi 
8.129936330665574e+17,"update della giornata: i testimoni di geova sono ebrei, ma ogni tanto anche musulmani",1.0,0.0,HSC,update giornata testimoni geova ebrei ogni tanto musulmani,update giornata testimone geova ebreo ogni tanto musulmano 
5.3047483419173274e+17,Uova contro Renzi. Ora sono in camicia. [@MisterDonnie13],1.0,0.0,TW-SPINO,uova renzi ora camicia @misterdonnie @number,uovo renzi ora camicia @misterdonnie @number 
1.3605041724627763e+17,Uno a caso: Mario Monti. Le larghe imprese di Mario Monti http://t.co/xHL9WLLc,1.0,0.0,TW-SENTIPOLC,caso mario monti larghe imprese mario monti @url,caso mario monte largo impresa mario montare @url 
6.88691992105218e+17,"Unioni civili, Pd diviso tra il ""No"" e il ""Sia chiaro che ho un sacco di amici gay"". [guli1979]",1.0,1.0,TW-SPINO,unioni civili pd diviso no chiaro sacco amici gay guli @number,unione civile pd dividere no chiaro sacco amico gay guli @number 
8.506183220727644e+17,Unica soluzione è cacciare TUTTI i musulmani NON integrati fino alla 3a gen che si ammazzassero nei loro paesi come fanno da secoli MALATI!,0.0,0.0,HSC,unica soluzione cacciare musulmani integrati fino @number gen ammazzassero paesi secoli malati,unico soluzione cacciare musulmano integrato fino @number gen ammazzare paese secolo malato 
8.343606633885983e+17,"Unar, dopo lo scandalo a rischio i progetti: anche la casa-accoglienza per profughi transessuali di Bologna - Il... https://t.co/b5wtbXJqiK",0.0,0.0,HSC,unar dopo scandalo rischio progetti casa accoglienza profughi transessuali bologna @url,unar dopo scandalo rischio progetto casa accoglienza profugo transessuale bologna @url 
5.204978318039122e+17,"Una volta lo sciopero scolastico era al sabato, da quando c'è la settimana corta anche a scuola, si anticipa tutto al venerdì #labuonascuola",1.0,0.0,TW-BS,volta sciopero scolastico sabato quando settimana corta scuola anticipa venerdì #labuonascuola,volta sciopero scolastico sabato quando settimana corto scuola anticipare venerdì #labuonascuola 
8.47545450559402e+17,"Una società senza figli non ha futuro e alla ""islamizzazione"" dell'Europa non mi arrendo!#primagliitaliani. &gt; https://t.co/G7ZLIas1XP …",0.0,0.0,HSC,società senza figli futuro islamizzazione europa arrendo #primagliitaliani gt @url,società senza figlio futuro islamizzazione europa arrendere #primagliitaliano gt @url 
8.020944961336156e+17,"Una nuova invasione di migranti in Europa, la minaccia fa tremare anche l'Italia https://t.co/smZv5K7T0O",0.0,0.0,HSC,nuova invasione migranti europa minaccia fa tremare italia @url,nuovo invasione migrare europa minacciare fa tremare italia @url 
5.269409739733852e+17,"Una nuova alba, idonei 2012 in campo, si' alla buona scuola@matteorenzi @FusacchiA @SteGiannini #idoneiconcorsone2012 #pantarei",0.0,0.0,TW-BS,nuova alba idonei @number campo buona scuola@matteorenzi @fusacchia @stegiannini #idoneiconcorsone @number #pantarei,nuovo alba idoneo @number campo buono scuola @matteorenzi @fusacchia @stegiannini #idoneiconcorsone @number #pantarei 
1.6367345729129677e+17,Una email a Mario Monti http://t.co/sXkF1csh #voiceovernet #governo #mariomonti #opengovernment #wikicrazia,0.0,0.0,TW-SENTIPOLC,email mario monti @url #voiceovernet #governo #mariomonti #opengovernment #wikicrazia,email mario montare @url #voiceovernet #governo #mariomonte #opengovernment #wikicrazia 
8.373072554396549e+17,Una cosa è certa: non ci sono campi rom a meno di 100 km dalla casa della Meli 😔  #TagadaLa7,1.0,1.0,HSC,cosa certa campi rom meno @number km casa meli @emoji #tagadala @number,cosa certo campo rom meno @number km casa melo @emoji #tagadala @number 
